station_id,desc,lon,lat,euclid_m,network_m,snap_m,network_bin,euclid_bin,years_with_counts,distance_metric
4076,ARAGÓ - PADILLA (sentit Llobregat),2.17932605908427,41.4029586518706,737.7,863.9,11.6,500_1000m,500_1000m,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
3030,VILADOMAT - PARLAMENT  (sentit mar),2.16244637583804,41.3757914645701,744.2,869.0,21.2,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5032,VIA LAIETANA - PL. ANTONI MAURA (pujada),2.17577944628798,41.3862530741907,756.2,955.0,5.8,500_1000m,500_1000m,"2024,2025",undirected_osm_highway_utm31n
4006,PARÍS - VILLARROEL,2.14982266490774,41.3910511523403,758.2,933.0,20.6,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5031,VIA LAIETANA - DR. JOAQUIM POU (baixada),2.17572829566124,41.3862189614993,758.8,955.0,1.1,500_1000m,500_1000m,"2024,2025",undirected_osm_highway_utm31n
5018,PG. LLUÍS COMPANYS - REC COMTAL (Baixada),2.18177593556833,41.3896230949241,768.3,922.9,10.4,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6007,INDÚSTRIA - NÀPOLS  (sentit Besòs),2.16788571857009,41.404637037895,771.5,1065.6,15.1,1_2km,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6025,SARDENYA - ROSSELLÓ  (sentit Besòs),2.17242685787606,41.4040466489192,772.8,983.1,21.3,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4094,VILLARROEL - PARÍS  (sentit mar),2.14902608916375,41.3910706879931,785.8,936.7,18.1,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4037,GRAN VIA - LEPANT (Besòs),2.18315468669706,41.400525643884,792.3,966.8,11.2,500_1000m,500_1000m,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
3029,RONDA DE SANT PAU - MARQUES DE CAMPO SAGRADO  (sentit muntanya),2.1651407805836,41.3771536877082,818.2,949.4,6.8,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6020,TRAVESSERA DE GRÀCIA - BAILÉN (sentit Besòs),2.161334549,41.403533983,819.9,936.4,9.3,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023",undirected_osm_highway_utm31n
4055,PADILLA - GRAN VIA  (sentit muntanya),2.18306888271222,41.4012229046827,824.1,994.7,15.2,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4007,AV. DIAGONAL - RAMBLA CATALUNYA (Baixada),2.15750682596104,41.3959672761549,839.3,874.9,29.8,500_1000m,500_1000m,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4003,ARIBAU - CÒRSEGA  (sentit muntanya),2.15359903533125,41.3927377009934,844.8,870.2,19.2,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4011,CASANOVA - PARÍS  (sentit muntanya),2.15007571947828,41.3919934955964,850.8,938.2,34.6,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6003,LEPANT - PROVENÇA (sentit mar),2.176014712,41.404950423,856.5,1116.3,28.5,1_2km,500_1000m,"2017,2018,2019,2020,2021,2022,2023",undirected_osm_highway_utm31n
4012,LONDRES - CASANOVA,2.1490220490932,41.3921410662462,895.2,1075.5,24.7,1_2km,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
3032,COMTE BORRELL- MARQUÈS DE CAMPO SAGRADO  (sentit mar),2.16475845609665,41.3757177171978,898.0,1131.1,3.0,1_2km,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6008,SANT ANTONI MARIA CLARET - SICÍLIA  (sentit Llobregat),2.16718733665132,41.4058213534936,901.8,1282.2,17.1,1_2km,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4001,URGELL - BUENOS AIRES  (sentit mar),2.14641817842831,41.3912813283886,918.1,1243.2,4.7,1_2km,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
3007,GRAN VIA - FARELL (Sortida),2.14429511912127,41.3714598785271,922.6,1168.6,18.5,1_2km,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4005,AV. DIAGONAL - RAMBLA CATALUNYA (Pujada),2.15651996801086,41.3958138514847,923.5,1005.5,27.1,1_2km,500_1000m,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4089,BÀLMES - PARÍS (baixada),2.1554440540201,41.3947839585255,939.6,946.6,2.4,500_1000m,500_1000m,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4088,PARÍS - ARIBAU  (sentit Besòs),2.1532501090812,41.3936224740716,945.9,1043.5,17.0,1_2km,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4087,MUNTANER - LONDRES  (sentit mar),2.15089365575303,41.3930509929197,949.1,1070.2,7.6,1_2km,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2025",undirected_osm_highway_utm31n
30002,TUNEL GLÒRIES SENTIT BESÒS - BOCA ENTRADA,2.18461096286774,41.4016019757999,956.3,1145.5,3.1,1_2km,500_1000m,"2022,2023,2024,2025",undirected_osm_highway_utm31n
5027,PG. PUJADES - WELLINGTON (Llobregat),2.18501329421997,41.3901733502094,993.4,1208.7,8.9,1_2km,500_1000m,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
3027,AV. PARAL·LEL - COMTE BORRELL (Muntanya),2.16545762827654,41.375002586274,995.7,1122.9,2.5,1_2km,500_1000m,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5026,PG. PUJADES - ROGER DE FLOR (Besós),2.18510436978086,41.3901035183585,1003.1,1214.7,12.9,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
2004,NUMÀNCIA - MARQUES DE SENTMENAT V (sentit mar),2.13747872461352,41.3847091760812,1012.5,1268.3,5.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4018,AV. MERIDIANA - LEPANT (Baixada),2.18674524208719,41.396298174752,1013.1,1442.5,17.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6002,PADILLA - PROVENÇA (sentit muntanya),2.176217811,41.406438095,1022.4,1398.5,19.9,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023",undirected_osm_highway_utm31n
4056,CONSELL DE CENT - CASTILLEJOS,2.1830778515996,41.4040640465821,1026.9,1071.2,10.9,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2025",undirected_osm_highway_utm31n
1015,AV. SARRIÀ - AV. JOSEP TARRADELLAS,2.14307827376168,41.3905703600706,1041.6,1160.9,21.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
2010,BERLÍN - COMTES DE BELL.LLOC (sentit Besòs),2.13659629573035,41.3821747514497,1053.5,1328.9,19.1,1_2km,1_2km,"2017,2020,2021,2024,2025",undirected_osm_highway_utm31n
4014,AV. DIAGONAL - MUNTANER (Baixada),2.15026113948453,41.3941742332562,1081.8,1312.5,16.4,1_2km,1_2km,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4016,AV. MERIDIANA - CASTILLEJOS (Pujada),2.187033963,41.400338833,1084.9,1442.6,3.1,1_2km,1_2km,"2017,2018,2019,2021,2022,2023",undirected_osm_highway_utm31n
4017,AV. DIAGONAL - TUSET (Pujada),2.15267479025878,41.3948599364483,1090.7,1220.1,25.8,1_2km,1_2km,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8039,VIA AUGUSTA - LA GRANADA DEL PENEDÉS (Baixada),2.15410931845948,41.3975124778552,1104.2,1290.3,11.2,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8038,VIA AUGUSTA - LUÍS ANTÚNEZ (Pujada),2.15401381751333,41.3978098948573,1112.1,1293.6,6.8,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6013,SARDENYA - PARE LAÍNEZ  (sentit mar),2.16732803370528,41.407913402577,1134.0,1571.8,25.3,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
2018,PG. SANT ANTONI - ALCOLEA (Besòs),2.136317347654,41.3762008780484,1139.4,1331.5,16.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4093,ARIBAU - DIAGONAL  (sentit muntanya),2.15072212519473,41.394889827339,1152.6,1412.9,9.7,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6027,PI I MARGALL - SECRETARI COLOMA (Pujada),2.163726748,41.407948309,1177.4,1512.9,4.5,1_2km,1_2km,"2017,2018,2019,2020,2021,2022",undirected_osm_highway_utm31n
6028,PI I MARGALL - SECRETARI COLOMA (Baixada),2.163562383,41.407951744,1181.4,1512.9,9.6,1_2km,1_2km,"2017,2018,2019,2020,2021,2022",undirected_osm_highway_utm31n
3034,AV. PARAL·LEL - RONDA SANT PAU (Baixada),2.16831302975081,41.3748330708772,1185.4,1343.2,25.9,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4036,BALMES - LA GRANADA (baixada),2.15303677508137,41.396634928461,1199.1,1245.6,9.6,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
3011,GRAN VIA - TRAJÀ (Entrada),2.14166976251838,41.3692427641998,1245.6,1499.0,1.7,1_2km,1_2km,"2017,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
3036,AV. PARAL·LEL - ABAT SAFONT (Pujada),2.16948927505589,41.3749768556568,1254.6,1471.2,9.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8001,TRAVESSERA DE GRÀCIA - BALMES,2.15226502058198,41.3978316255444,1258.3,1422.9,4.6,1_2km,1_2km,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
2002,ENTENÇA - DEU I MATA  (sentit muntanya),2.13796914924406,41.3900018374214,1262.4,1391.6,22.8,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
3008,GRAN VIA - MOIANÈS (Sortida),2.14132174763906,41.3691598112449,1268.9,1533.6,8.5,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
1002,AV. DIAGONAL - AV. SARRIÀ (Entrada),2.13996624545115,41.3914833997392,1270.0,1576.4,7.4,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4085,VALÈNCIA - DOS DE MAIG  (sentit Besòs),2.18255362625234,41.4071224828227,1272.9,1458.7,10.9,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
1005,AV. DIAGONAL - BEETHOVEN (Sortida),2.13989839005131,41.391564053921,1280.6,1576.4,9.0,1_2km,1_2km,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6022,CÒRSEGA - CARTAGENA  (sentit Llobregat),2.1760050615462,41.4090226084192,1306.1,1744.9,29.9,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
4057,ARAGÓ - INDEPENDÈNCIA (sentit Llobregat),2.18431180885805,41.4067177814795,1318.7,1417.1,7.0,1_2km,1_2km,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6023,ROSSELLÓ - CASTILLEJOS (sentit Besòs),2.17812948884698,41.4089008487539,1319.5,1769.4,20.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8027,GRAN DE GRÀCIA - RAMBLA DEL PRAT (sentit muntanya),2.15271723555697,41.4023133243744,1324.5,1568.5,13.3,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8018,MUNTANER - AVENIR (sentit mar),2.14729341908372,41.3957928679685,1325.4,1533.7,28.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5016,AV. MARQUÉS DE L'ARGENTERA - COMERÇ (Besós),2.18515306818641,41.3846574778002,1327.2,1630.3,14.5,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2025",undirected_osm_highway_utm31n
5015,AV. MARQUÉS DE L'ARGENTERA - COMERÇ (Llobregat),2.18466469757436,41.3841889492404,1335.3,1638.9,2.2,1_2km,1_2km,"2017,2018,2019,2020,2022,2023,2025",undirected_osm_highway_utm31n
4107,INDEPENDENCIA - CONSELL DE CENT (sentit muntanya),2.185349486,41.4062980115002,1338.1,1395.7,12.9,1_2km,1_2km,"2022,2024,2025",undirected_osm_highway_utm31n
2011,TRAVESSERA DE LES CORTS - VILAMUR (Llobregat),2.13371166810962,41.3860268567946,1355.7,1625.6,11.9,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5009,VIA LAIETANA - ANGEL BAIXERAS (Pujada),2.181309861,41.38206773,1360.9,1610.7,5.1,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023",undirected_osm_highway_utm31n
5002,VIA LAIETANA - MANRESA (Baixada),2.18130466272832,41.3819915864222,1368.2,1616.6,1.4,1_2km,1_2km,"2017,2019,2020,2021,2022,2023,2024",undirected_osm_highway_utm31n
2026,C. DE SANTS - JOAN GÜELL (Sentit Hospitalet),2.13344096127324,41.3754717017484,1392.7,1620.3,4.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
7007,AV. MERIDIANA - CONSELL DE CENT (Entrada),2.1866805713494,41.4063190756375,1416.2,1575.0,22.1,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6011,LEPANT - LLORENS I BARBA  (sentit mar),2.16879034684606,41.4104641697786,1422.0,2009.1,20.6,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
9004,LLULL- MARINA (sentit Besòs),2.19072664073008,41.3926226236707,1422.6,1848.7,15.1,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
7017,AV. MERIDIANA - CLOT (Sortida),2.18706002103312,41.406326935864,1439.4,1605.8,8.7,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6032,PI I MARAGALL - SARDENYA (sentit muntanya),2.16438678246778,41.4104912433933,1441.6,1800.7,3.4,1_2km,1_2km,"2024,2025",undirected_osm_highway_utm31n
2027,C. DE SANTS - SANT MEDIR (Sentit Pl. Espanya),2.13281531900884,41.375427012794,1444.5,1682.7,8.2,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6033,PI I MARAGALL - RDA. GUINARDÓ (sentit mar),2.16431550408086,41.4105198426598,1445.7,1800.7,3.4,1_2km,1_2km,"2024,2025",undirected_osm_highway_utm31n
5005,PLA DE PALAU - PG. ISABEL II (Sentit Barceloneta),2.18378480321083,41.3822897274376,1450.3,1906.2,12.1,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
2022,TRAV. DE LES CORTS - GALILEU (Besòs),2.13204774127371,41.3848966969433,1460.1,1761.2,11.6,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
2013,NUMÀNCIA - ANGLESOLA  (sentit mar),2.13363873768197,41.3885020912706,1466.5,1721.3,17.4,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6012,PADILLA - ROSALIA DE CASTRO  (sentit muntanya),2.17056617665228,41.410725022038,1469.5,2032.8,2.0,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
2023,TRAV. DE LES CORTS - GALILEU (Llobregat),2.13156468172109,41.3846559474015,1495.1,1759.2,10.9,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
9005,RAMON TRIAS FARGAS - DR. TRUETA (sentit mar),2.19126302621543,41.3898153718424,1507.7,1945.3,2.1,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
1014,AV. SARRIÀ - DOCTOR FLEMING (pujada),2.1359160000107,41.3916298692755,1511.0,1613.8,18.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5010,PG. COLOM - PL. D’IDRISSA DAILO (Llobregat),2.18137804232241,41.3805492721174,1513.9,1821.0,5.1,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8020,AV.DE LA RIERA DE CASSOLES - VALLIRANA (Baixada),2.15035152730765,41.4024623783223,1514.4,1839.6,4.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5007,PL. PAU VILA - DOCTOR AIGUADER (Sentit Pla de Palau),2.18530039455833,41.3823228889574,1525.3,1941.2,7.6,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6001,MALLORCA - XIFRÉ (sentit Llobregat),2.183407444,41.409444124,1532.2,1784.2,23.9,1_2km,1_2km,"2017,2018,2019,2021",undirected_osm_highway_utm31n
2020,AV. MADRID - TENOR MASINI (Besòs),2.13105365778254,41.3803288751531,1533.3,1812.8,8.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
2021,AV. MADRID - LLUÇÀ (Llobregat),2.13101466622061,41.380386227348,1535.7,1812.8,5.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8032,RIERA DE CASSOLES - LES CAROLINES (Pujada),2.15005680018936,41.4029648690438,1557.6,1902.4,3.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5004,PAS SOTA MURALLA - LLAUDER (Llobregat),2.18397743124051,41.3810969944889,1568.2,1893.2,3.0,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5003,PAS SOTA MURALLA - LLAUDER (Besòs),2.18403932544855,41.3810405336813,1576.3,1893.2,5.2,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5008,DOCTOR AIGUADER - PIZARRO (Llobregat),2.18738889851896,41.3829434202415,1593.9,2140.5,6.9,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5001,PG. COLOM - SIMÓ OLLER (Besòs),2.18103833666584,41.3796065580548,1597.8,1965.7,21.5,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6016,RONDA DEL MIG - SARDENYA (Besòs),2.16347756506333,41.4119881154064,1619.0,2037.7,10.7,gt_2km_control,1_2km,"2017,2018,2019,2022,2023,2024,2025",undirected_osm_highway_utm31n
9007,JOAN MIRÓ - RAMON TURRÓ (sentit mar),2.19311216488342,41.3917826532277,1626.7,2114.2,33.1,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6017,RONDA DEL MIG - PL. ALFONS X EL SAVI (Llobregat),2.16353512531538,41.4120931847174,1629.5,2049.5,1.7,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
9001,MARINA - DOCTOR TRUETA (Baixada),2.19298716682227,41.3901072108817,1641.7,2141.5,13.3,gt_2km_control,1_2km,"2017,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6024,CAMÈLIES - CA L'ALEGRE DE DALT,2.15951705918456,41.4112805581794,1643.8,1997.5,2.9,1_2km,1_2km,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8019,ARIBAU - MADRAZO (sentit muntanya),2.14637791655911,41.3986366019623,1648.1,1900.4,32.2,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8022,TRAVESSERA DE DALT - MASSENS (Besòs),2.15558296051155,41.4097909899958,1664.1,1812.0,8.8,1_2km,1_2km,"2017,2018,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
3017,GRAN VIA - QUÍMICA (Sortida),2.1377325012082,41.3664811613027,1683.8,1951.3,9.6,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
3009,GRAN VIA - QUÍMICA (Entrada),2.13777851988968,41.3664402946205,1685.2,1952.4,9.0,1_2km,1_2km,"2017,2018,2020,2021,2022,2023,2024",undirected_osm_highway_utm31n
7038,MERIDIANA - VALÈNCIA (ENTRADA),2.18674458687986,41.4096142757266,1697.9,1772.1,30.1,1_2km,1_2km,"2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6006,SANT ANTONI MARIA CLARET - INDEPENDÈNCIA  (sentit Llobregat),2.17627370057039,41.4126333101318,1707.4,2347.5,14.9,gt_2km_control,1_2km,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8021,TRAVESSERA DE DALT - GRANJA (Llobregat),2.15348018100593,41.4090348542492,1711.0,1779.3,5.2,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
9010,RAMON TURRÓ - PAMPLONA (sentit Llobregat),2.19458565832871,41.3936008285249,1712.5,2337.5,28.7,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6010,TÚNEL DE LA ROVIRA - BOCA SUD (Sentit Guinardó),2.16673197958124,41.413320003565,1735.0,2253.1,2.9,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6009,TÚNEL DE LA ROVIRA - BOCA SUD (Sentit Horta),2.16703170907309,41.4133659841927,1739.5,2325.5,7.2,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024",undirected_osm_highway_utm31n
10019,BADAJOZ - PUJADES (sentit muntanya),2.19543251945246,41.3987156768697,1740.3,2381.6,7.0,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
2024,C. DE SANTS - SANT FELIU DE GUÍXOLS (Sentit Hospitalet),2.12913358824874,41.3755675328357,1740.5,1989.0,4.6,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
1032,GRAN VÍA CARLES III - TRAV. DE LES CORTS (Pujada),2.12817127446172,41.3829592063285,1758.8,2400.7,18.5,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
9002,AV. D'ICÀRIA - TRIAS FARGAS (Besòs),2.19387261397669,41.3884077997946,1759.0,2248.4,3.8,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5006,PG. JOAN DE BORBÓ - MAQUINISTA (Sentit Pla de Palau),2.18709640644174,41.3806760096672,1761.9,2201.0,6.2,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2025",undirected_osm_highway_utm31n
1033,GRAN VÍA CARLES III - TRAV. DE LES CORTS (Baixada),2.12810394464394,41.3818510282584,1764.3,2172.3,2.5,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8016,VIA AUGUSTA - AMIGÓ (Baixada),2.1415638908826,41.398140808461,1776.1,2042.3,5.6,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5029,PG. JOSEP CARNER - PL. DRASSANES (Llobregat),2.17535164123023,41.3729417540004,1788.1,2099.6,16.3,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2025",undirected_osm_highway_utm31n
7037,MERIDIANA - VALÈNCIA (SORTIDA),2.186999,41.410514,1791.4,1905.1,4.1,1_2km,1_2km,"2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
6030,SARDENYA - PL. SANLLEHY  (sentit mar),2.16156078355721,41.4132433960373,1792.2,2165.5,10.2,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
8031,CAN RÀBIA - RDA. GENERAL MITRE (Baixada),2.13395498754504,41.3938179666502,1797.5,1996.1,19.9,1_2km,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5028,PG. JOSEP CARNER - VILÀ I VILÀ (Besòs),2.17553231553291,41.3729552170708,1800.1,2099.6,15.1,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2025",undirected_osm_highway_utm31n
5025,PG. JOSEP CARNER - PORTAL DE LA PAU (Llobregat),2.17712293367133,41.3751024071444,1808.3,2275.4,27.3,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2025",undirected_osm_highway_utm31n
6029,CAMÈLIES - ABD EL-KADER  (sentit Besòs),2.16429547778027,41.4139083426613,1817.5,2242.6,5.3,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
5024,PG. JOSEP CARNER - PL. DRASSANES (Besós),2.1773088671806,41.3750686445374,1824.0,2222.8,22.9,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2025",undirected_osm_highway_utm31n
8036,VIA AUGUSTA - ARIBAU (Sentit Pl. Molina),2.14547737379229,41.4002711868881,1844.4,2104.2,21.4,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
9006,MARINA - SALVADOR ESPRIU (Pujada),2.19509317609503,41.3887124684234,1848.1,2350.0,29.6,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
1011,AV. DIAGONAL - GANDESA (Entrada),2.12863069882455,41.3885945980044,1851.8,2196.2,12.5,gt_2km_control,1_2km,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n
